reactionID,hm_38_gene,hm_19_gene
bio/HMR_0940,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_0942,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_0943,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_0944,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_0946,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_0947,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_0948,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_0950,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_0951,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_0954,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_0955,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_0956,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_0969,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_0981,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_0991,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_0992,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_0993,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_0994,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_1059,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_1061,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_1071,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_1072,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_1107,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_1108,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_1109,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_1110,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_1111,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_1112,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_1126,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_1127,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_1128,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_1137,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_1138,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_1139,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_1140,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_1149,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_1150,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_1151,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_1152,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_1153,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_1154,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_1155,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_1156,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_1193,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_1194,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_1195,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_1196,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_1234,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_1235,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_1236,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_1237,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_1238,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_1239,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_8555,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_7940,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_7941,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_7957,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_2029,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_2030,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_2031,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_2032,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_2033,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_2034,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_2042,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_2043,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_2053,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_2054,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_6657,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_6658,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_6426,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_6427,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_6428,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_6429,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_6441,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_6442,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_6443,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_6444,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_6464,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_6465,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_6466,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_6467,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_6476,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_6477,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_6478,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_6479,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/LNS14DM,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/RE3287R,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/RN0020R,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/RN0027R,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/RN0029R,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/RN0030R,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/RN0032R,bio/hg38_CYP4F8,bio/hg19_CYP4F8
bio/HMR_2455,bio/hg38_CYP2B6,bio/hg19_CYP2B6
bio/HMR_2456,bio/hg38_CYP2B6,bio/hg19_CYP2B6
bio/HMR_2457,bio/hg38_CYP2B6,bio/hg19_CYP2B6
bio/HMR_2458,bio/hg38_CYP2B6,bio/hg19_CYP2B6
bio/HMR_0931,bio/hg38_CYP2B6,bio/hg19_CYP2B6
bio/HMR_0932,bio/hg38_CYP2B6,bio/hg19_CYP2B6
bio/HMR_0933,bio/hg38_CYP2B6,bio/hg19_CYP2B6
bio/HMR_0934,bio/hg38_CYP2B6,bio/hg19_CYP2B6
bio/HMR_0935,bio/hg38_CYP2B6,bio/hg19_CYP2B6
bio/HMR_0936,bio/hg38_CYP2B6,bio/hg19_CYP2B6
bio/HMR_0937,bio/hg38_CYP2B6,bio/hg19_CYP2B6
bio/HMR_0938,bio/hg38_CYP2B6,bio/hg19_CYP2B6
bio/HMR_0939,bio/hg38_CYP2B6,bio/hg19_CYP2B6
bio/HMR_0940,bio/hg38_CYP2B6,bio/hg19_CYP2B6
bio/HMR_0942,bio/hg38_CYP2B6,bio/hg19_CYP2B6
bio/HMR_0943,bio/hg38_CYP2B6,bio/hg19_CYP2B6
bio/HMR_0944,bio/hg38_CYP2B6,bio/hg19_CYP2B6
bio/HMR_0946,bio/hg38_CYP2B6,bio/hg19_CYP2B6
bio/HMR_0947,bio/hg38_CYP2B6,bio/hg19_CYP2B6
bio/HMR_0948,bio/hg38_CYP2B6,bio/hg19_CYP2B6
bio/HMR_0950,bio/hg38_CYP2B6,bio/hg19_CYP2B6
bio/HMR_0951,bio/hg38_CYP2B6,bio/hg19_CYP2B6
bio/HMR_0954,bio/hg38_CYP2B6,bio/hg19_CYP2B6
bio/HMR_0955,bio/hg38_CYP2B6,bio/hg19_CYP2B6
bio/HMR_0956,bio/hg38_CYP2B6,bio/hg19_CYP2B6
bio/HMR_0991,bio/hg38_CYP2B6,bio/hg19_CYP2B6
bio/HMR_0992,bio/hg38_CYP2B6,bio/hg19_CYP2B6
bio/HMR_0993,bio/hg38_CYP2B6,bio/hg19_CYP2B6
bio/HMR_0994,bio/hg38_CYP2B6,bio/hg19_CYP2B6
bio/HMR_1149,bio/hg38_CYP2B6,bio/hg19_CYP2B6
bio/HMR_1150,bio/hg38_CYP2B6,bio/hg19_CYP2B6
bio/HMR_1151,bio/hg38_CYP2B6,bio/hg19_CYP2B6
bio/HMR_1152,bio/hg38_CYP2B6,bio/hg19_CYP2B6
bio/HMR_1153,bio/hg38_CYP2B6,bio/hg19_CYP2B6
bio/HMR_1154,bio/hg38_CYP2B6,bio/hg19_CYP2B6
bio/HMR_1155,bio/hg38_CYP2B6,bio/hg19_CYP2B6
bio/HMR_1156,bio/hg38_CYP2B6,bio/hg19_CYP2B6
bio/HMR_1193,bio/hg38_CYP2B6,bio/hg19_CYP2B6
bio/HMR_1194,bio/hg38_CYP2B6,bio/hg19_CYP2B6
bio/HMR_1195,bio/hg38_CYP2B6,bio/hg19_CYP2B6
bio/HMR_1196,bio/hg38_CYP2B6,bio/hg19_CYP2B6
bio/HMR_7940,bio/hg38_CYP2B6,bio/hg19_CYP2B6
bio/HMR_7941,bio/hg38_CYP2B6,bio/hg19_CYP2B6
bio/HMR_7957,bio/hg38_CYP2B6,bio/hg19_CYP2B6
bio/HMR_2029,bio/hg38_CYP2B6,bio/hg19_CYP2B6
bio/HMR_2030,bio/hg38_CYP2B6,bio/hg19_CYP2B6
bio/HMR_2031,bio/hg38_CYP2B6,bio/hg19_CYP2B6
bio/HMR_2032,bio/hg38_CYP2B6,bio/hg19_CYP2B6
bio/HMR_2033,bio/hg38_CYP2B6,bio/hg19_CYP2B6
bio/HMR_2034,bio/hg38_CYP2B6,bio/hg19_CYP2B6
bio/HMR_2042,bio/hg38_CYP2B6,bio/hg19_CYP2B6
bio/HMR_2043,bio/hg38_CYP2B6,bio/hg19_CYP2B6
bio/HMR_2053,bio/hg38_CYP2B6,bio/hg19_CYP2B6
bio/HMR_2054,bio/hg38_CYP2B6,bio/hg19_CYP2B6
bio/HMR_6657,bio/hg38_CYP2B6,bio/hg19_CYP2B6
bio/HMR_6658,bio/hg38_CYP2B6,bio/hg19_CYP2B6
bio/RE3287R,bio/hg38_CYP2B6,bio/hg19_CYP2B6
bio/RN0020R,bio/hg38_CYP2B6,bio/hg19_CYP2B6
bio/RN0027R,bio/hg38_CYP2B6,bio/hg19_CYP2B6
bio/RN0029R,bio/hg38_CYP2B6,bio/hg19_CYP2B6
bio/RN0030R,bio/hg38_CYP2B6,bio/hg19_CYP2B6
bio/RN0032R,bio/hg38_CYP2B6,bio/hg19_CYP2B6
bio/HMR_2455,bio/hg38_CYP2F1,bio/hg19_CYP2F1
bio/HMR_2456,bio/hg38_CYP2F1,bio/hg19_CYP2F1
bio/HMR_2457,bio/hg38_CYP2F1,bio/hg19_CYP2F1
bio/HMR_2458,bio/hg38_CYP2F1,bio/hg19_CYP2F1
bio/HMR_0931,bio/hg38_CYP2F1,bio/hg19_CYP2F1
bio/HMR_0932,bio/hg38_CYP2F1,bio/hg19_CYP2F1
bio/HMR_0933,bio/hg38_CYP2F1,bio/hg19_CYP2F1
bio/HMR_0934,bio/hg38_CYP2F1,bio/hg19_CYP2F1
bio/HMR_0935,bio/hg38_CYP2F1,bio/hg19_CYP2F1
bio/HMR_0936,bio/hg38_CYP2F1,bio/hg19_CYP2F1
bio/HMR_0937,bio/hg38_CYP2F1,bio/hg19_CYP2F1
bio/HMR_0938,bio/hg38_CYP2F1,bio/hg19_CYP2F1
bio/HMR_0939,bio/hg38_CYP2F1,bio/hg19_CYP2F1
bio/HMR_0940,bio/hg38_CYP2F1,bio/hg19_CYP2F1
bio/HMR_0942,bio/hg38_CYP2F1,bio/hg19_CYP2F1
bio/HMR_0943,bio/hg38_CYP2F1,bio/hg19_CYP2F1
bio/HMR_0944,bio/hg38_CYP2F1,bio/hg19_CYP2F1
bio/HMR_0946,bio/hg38_CYP2F1,bio/hg19_CYP2F1
bio/HMR_0947,bio/hg38_CYP2F1,bio/hg19_CYP2F1
bio/HMR_0948,bio/hg38_CYP2F1,bio/hg19_CYP2F1
bio/HMR_0950,bio/hg38_CYP2F1,bio/hg19_CYP2F1
bio/HMR_0951,bio/hg38_CYP2F1,bio/hg19_CYP2F1
bio/HMR_0954,bio/hg38_CYP2F1,bio/hg19_CYP2F1
bio/HMR_0955,bio/hg38_CYP2F1,bio/hg19_CYP2F1
bio/HMR_0956,bio/hg38_CYP2F1,bio/hg19_CYP2F1
bio/HMR_0991,bio/hg38_CYP2F1,bio/hg19_CYP2F1
bio/HMR_0992,bio/hg38_CYP2F1,bio/hg19_CYP2F1
bio/HMR_0993,bio/hg38_CYP2F1,bio/hg19_CYP2F1
bio/HMR_0994,bio/hg38_CYP2F1,bio/hg19_CYP2F1
bio/HMR_1149,bio/hg38_CYP2F1,bio/hg19_CYP2F1
bio/HMR_1150,bio/hg38_CYP2F1,bio/hg19_CYP2F1
bio/HMR_1151,bio/hg38_CYP2F1,bio/hg19_CYP2F1
bio/HMR_1152,bio/hg38_CYP2F1,bio/hg19_CYP2F1
bio/HMR_1153,bio/hg38_CYP2F1,bio/hg19_CYP2F1
bio/HMR_1154,bio/hg38_CYP2F1,bio/hg19_CYP2F1
bio/HMR_1155,bio/hg38_CYP2F1,bio/hg19_CYP2F1
bio/HMR_1156,bio/hg38_CYP2F1,bio/hg19_CYP2F1
bio/HMR_1193,bio/hg38_CYP2F1,bio/hg19_CYP2F1
bio/HMR_1194,bio/hg38_CYP2F1,bio/hg19_CYP2F1
bio/HMR_1195,bio/hg38_CYP2F1,bio/hg19_CYP2F1
bio/HMR_1196,bio/hg38_CYP2F1,bio/hg19_CYP2F1
bio/HMR_8554,bio/hg38_CYP2F1,bio/hg19_CYP2F1
bio/HMR_7940,bio/hg38_CYP2F1,bio/hg19_CYP2F1
bio/HMR_7941,bio/hg38_CYP2F1,bio/hg19_CYP2F1
bio/HMR_7957,bio/hg38_CYP2F1,bio/hg19_CYP2F1
bio/HMR_2029,bio/hg38_CYP2F1,bio/hg19_CYP2F1
bio/HMR_2030,bio/hg38_CYP2F1,bio/hg19_CYP2F1
bio/HMR_2031,bio/hg38_CYP2F1,bio/hg19_CYP2F1
bio/HMR_2032,bio/hg38_CYP2F1,bio/hg19_CYP2F1
bio/HMR_2033,bio/hg38_CYP2F1,bio/hg19_CYP2F1
bio/HMR_2034,bio/hg38_CYP2F1,bio/hg19_CYP2F1
bio/HMR_2042,bio/hg38_CYP2F1,bio/hg19_CYP2F1
bio/HMR_2043,bio/hg38_CYP2F1,bio/hg19_CYP2F1
bio/HMR_2053,bio/hg38_CYP2F1,bio/hg19_CYP2F1
bio/HMR_2054,bio/hg38_CYP2F1,bio/hg19_CYP2F1
bio/HMR_6657,bio/hg38_CYP2F1,bio/hg19_CYP2F1
bio/HMR_6658,bio/hg38_CYP2F1,bio/hg19_CYP2F1
bio/RE3287R,bio/hg38_CYP2F1,bio/hg19_CYP2F1
bio/RN0020R,bio/hg38_CYP2F1,bio/hg19_CYP2F1
bio/RN0027R,bio/hg38_CYP2F1,bio/hg19_CYP2F1
bio/RN0029R,bio/hg38_CYP2F1,bio/hg19_CYP2F1
bio/RN0030R,bio/hg38_CYP2F1,bio/hg19_CYP2F1
bio/RN0032R,bio/hg38_CYP2F1,bio/hg19_CYP2F1
bio/HMR_2455,bio/hg38_CYP2A13,bio/hg19_CYP2A13
bio/HMR_2456,bio/hg38_CYP2A13,bio/hg19_CYP2A13
bio/HMR_2457,bio/hg38_CYP2A13,bio/hg19_CYP2A13
bio/HMR_2458,bio/hg38_CYP2A13,bio/hg19_CYP2A13
bio/HMR_0931,bio/hg38_CYP2A13,bio/hg19_CYP2A13
bio/HMR_0932,bio/hg38_CYP2A13,bio/hg19_CYP2A13
bio/HMR_0933,bio/hg38_CYP2A13,bio/hg19_CYP2A13
bio/HMR_0934,bio/hg38_CYP2A13,bio/hg19_CYP2A13
bio/HMR_0935,bio/hg38_CYP2A13,bio/hg19_CYP2A13
bio/HMR_0936,bio/hg38_CYP2A13,bio/hg19_CYP2A13
bio/HMR_0937,bio/hg38_CYP2A13,bio/hg19_CYP2A13
bio/HMR_0938,bio/hg38_CYP2A13,bio/hg19_CYP2A13
bio/HMR_0939,bio/hg38_CYP2A13,bio/hg19_CYP2A13
bio/HMR_0940,bio/hg38_CYP2A13,bio/hg19_CYP2A13
bio/HMR_0942,bio/hg38_CYP2A13,bio/hg19_CYP2A13
bio/HMR_0943,bio/hg38_CYP2A13,bio/hg19_CYP2A13
bio/HMR_0944,bio/hg38_CYP2A13,bio/hg19_CYP2A13
bio/HMR_0946,bio/hg38_CYP2A13,bio/hg19_CYP2A13
bio/HMR_0947,bio/hg38_CYP2A13,bio/hg19_CYP2A13
bio/HMR_0948,bio/hg38_CYP2A13,bio/hg19_CYP2A13
bio/HMR_0950,bio/hg38_CYP2A13,bio/hg19_CYP2A13
bio/HMR_0951,bio/hg38_CYP2A13,bio/hg19_CYP2A13
bio/HMR_0954,bio/hg38_CYP2A13,bio/hg19_CYP2A13
bio/HMR_0955,bio/hg38_CYP2A13,bio/hg19_CYP2A13
bio/HMR_0956,bio/hg38_CYP2A13,bio/hg19_CYP2A13
bio/HMR_0991,bio/hg38_CYP2A13,bio/hg19_CYP2A13
bio/HMR_0992,bio/hg38_CYP2A13,bio/hg19_CYP2A13
bio/HMR_0993,bio/hg38_CYP2A13,bio/hg19_CYP2A13
bio/HMR_0994,bio/hg38_CYP2A13,bio/hg19_CYP2A13
bio/HMR_1149,bio/hg38_CYP2A13,bio/hg19_CYP2A13
bio/HMR_1150,bio/hg38_CYP2A13,bio/hg19_CYP2A13
bio/HMR_1151,bio/hg38_CYP2A13,bio/hg19_CYP2A13
bio/HMR_1152,bio/hg38_CYP2A13,bio/hg19_CYP2A13
bio/HMR_1153,bio/hg38_CYP2A13,bio/hg19_CYP2A13
bio/HMR_1154,bio/hg38_CYP2A13,bio/hg19_CYP2A13
bio/HMR_1155,bio/hg38_CYP2A13,bio/hg19_CYP2A13
bio/HMR_1156,bio/hg38_CYP2A13,bio/hg19_CYP2A13
bio/HMR_1193,bio/hg38_CYP2A13,bio/hg19_CYP2A13
bio/HMR_1194,bio/hg38_CYP2A13,bio/hg19_CYP2A13
bio/HMR_1195,bio/hg38_CYP2A13,bio/hg19_CYP2A13
bio/HMR_1196,bio/hg38_CYP2A13,bio/hg19_CYP2A13
bio/HMR_7940,bio/hg38_CYP2A13,bio/hg19_CYP2A13
bio/HMR_7941,bio/hg38_CYP2A13,bio/hg19_CYP2A13
bio/HMR_7957,bio/hg38_CYP2A13,bio/hg19_CYP2A13
bio/HMR_2029,bio/hg38_CYP2A13,bio/hg19_CYP2A13
bio/HMR_2030,bio/hg38_CYP2A13,bio/hg19_CYP2A13
bio/HMR_2031,bio/hg38_CYP2A13,bio/hg19_CYP2A13
bio/HMR_2032,bio/hg38_CYP2A13,bio/hg19_CYP2A13
bio/HMR_2033,bio/hg38_CYP2A13,bio/hg19_CYP2A13
bio/HMR_2034,bio/hg38_CYP2A13,bio/hg19_CYP2A13
bio/HMR_2042,bio/hg38_CYP2A13,bio/hg19_CYP2A13
bio/HMR_2043,bio/hg38_CYP2A13,bio/hg19_CYP2A13
bio/HMR_2053,bio/hg38_CYP2A13,bio/hg19_CYP2A13
bio/HMR_2054,bio/hg38_CYP2A13,bio/hg19_CYP2A13
bio/HMR_6657,bio/hg38_CYP2A13,bio/hg19_CYP2A13
bio/HMR_6658,bio/hg38_CYP2A13,bio/hg19_CYP2A13
bio/HMR_7061,bio/hg38_CYP2A13,bio/hg19_CYP2A13
bio/HMR_7063,bio/hg38_CYP2A13,bio/hg19_CYP2A13
bio/HMR_7064,bio/hg38_CYP2A13,bio/hg19_CYP2A13
bio/HMR_8040,bio/hg38_CYP2A13,bio/hg19_CYP2A13
bio/RE3287R,bio/hg38_CYP2A13,bio/hg19_CYP2A13
bio/RN0020R,bio/hg38_CYP2A13,bio/hg19_CYP2A13
bio/RN0027R,bio/hg38_CYP2A13,bio/hg19_CYP2A13
bio/RN0029R,bio/hg38_CYP2A13,bio/hg19_CYP2A13
bio/RN0030R,bio/hg38_CYP2A13,bio/hg19_CYP2A13
bio/RN0032R,bio/hg38_CYP2A13,bio/hg19_CYP2A13
bio/HMR_2455,bio/hg38_CYP2A7,bio/hg19_CYP2A7
bio/HMR_2456,bio/hg38_CYP2A7,bio/hg19_CYP2A7
bio/HMR_2457,bio/hg38_CYP2A7,bio/hg19_CYP2A7
bio/HMR_2458,bio/hg38_CYP2A7,bio/hg19_CYP2A7
bio/HMR_0931,bio/hg38_CYP2A7,bio/hg19_CYP2A7
bio/HMR_0932,bio/hg38_CYP2A7,bio/hg19_CYP2A7
bio/HMR_0933,bio/hg38_CYP2A7,bio/hg19_CYP2A7
bio/HMR_0934,bio/hg38_CYP2A7,bio/hg19_CYP2A7
bio/HMR_0935,bio/hg38_CYP2A7,bio/hg19_CYP2A7
bio/HMR_0936,bio/hg38_CYP2A7,bio/hg19_CYP2A7
bio/HMR_0937,bio/hg38_CYP2A7,bio/hg19_CYP2A7
bio/HMR_0938,bio/hg38_CYP2A7,bio/hg19_CYP2A7
bio/HMR_0939,bio/hg38_CYP2A7,bio/hg19_CYP2A7
bio/HMR_0940,bio/hg38_CYP2A7,bio/hg19_CYP2A7
bio/HMR_0942,bio/hg38_CYP2A7,bio/hg19_CYP2A7
bio/HMR_0943,bio/hg38_CYP2A7,bio/hg19_CYP2A7
bio/HMR_0944,bio/hg38_CYP2A7,bio/hg19_CYP2A7
bio/HMR_0946,bio/hg38_CYP2A7,bio/hg19_CYP2A7
bio/HMR_0947,bio/hg38_CYP2A7,bio/hg19_CYP2A7
bio/HMR_0948,bio/hg38_CYP2A7,bio/hg19_CYP2A7
bio/HMR_0950,bio/hg38_CYP2A7,bio/hg19_CYP2A7
bio/HMR_0951,bio/hg38_CYP2A7,bio/hg19_CYP2A7
bio/HMR_0954,bio/hg38_CYP2A7,bio/hg19_CYP2A7
bio/HMR_0955,bio/hg38_CYP2A7,bio/hg19_CYP2A7
bio/HMR_0956,bio/hg38_CYP2A7,bio/hg19_CYP2A7
bio/HMR_0991,bio/hg38_CYP2A7,bio/hg19_CYP2A7
bio/HMR_0992,bio/hg38_CYP2A7,bio/hg19_CYP2A7
bio/HMR_0993,bio/hg38_CYP2A7,bio/hg19_CYP2A7
bio/HMR_0994,bio/hg38_CYP2A7,bio/hg19_CYP2A7
bio/HMR_1149,bio/hg38_CYP2A7,bio/hg19_CYP2A7
bio/HMR_1150,bio/hg38_CYP2A7,bio/hg19_CYP2A7
bio/HMR_1151,bio/hg38_CYP2A7,bio/hg19_CYP2A7
bio/HMR_1152,bio/hg38_CYP2A7,bio/hg19_CYP2A7
bio/HMR_1153,bio/hg38_CYP2A7,bio/hg19_CYP2A7
bio/HMR_1154,bio/hg38_CYP2A7,bio/hg19_CYP2A7
bio/HMR_1155,bio/hg38_CYP2A7,bio/hg19_CYP2A7
bio/HMR_1156,bio/hg38_CYP2A7,bio/hg19_CYP2A7
bio/HMR_1193,bio/hg38_CYP2A7,bio/hg19_CYP2A7
bio/HMR_1194,bio/hg38_CYP2A7,bio/hg19_CYP2A7
bio/HMR_1195,bio/hg38_CYP2A7,bio/hg19_CYP2A7
bio/HMR_1196,bio/hg38_CYP2A7,bio/hg19_CYP2A7
bio/HMR_7940,bio/hg38_CYP2A7,bio/hg19_CYP2A7
bio/HMR_7941,bio/hg38_CYP2A7,bio/hg19_CYP2A7
bio/HMR_7957,bio/hg38_CYP2A7,bio/hg19_CYP2A7
bio/HMR_2029,bio/hg38_CYP2A7,bio/hg19_CYP2A7
bio/HMR_2030,bio/hg38_CYP2A7,bio/hg19_CYP2A7
bio/HMR_2031,bio/hg38_CYP2A7,bio/hg19_CYP2A7
bio/HMR_2032,bio/hg38_CYP2A7,bio/hg19_CYP2A7
bio/HMR_2033,bio/hg38_CYP2A7,bio/hg19_CYP2A7
bio/HMR_2034,bio/hg38_CYP2A7,bio/hg19_CYP2A7
bio/HMR_2042,bio/hg38_CYP2A7,bio/hg19_CYP2A7
bio/HMR_2043,bio/hg38_CYP2A7,bio/hg19_CYP2A7
bio/HMR_2053,bio/hg38_CYP2A7,bio/hg19_CYP2A7
bio/HMR_2054,bio/hg38_CYP2A7,bio/hg19_CYP2A7
bio/HMR_6657,bio/hg38_CYP2A7,bio/hg19_CYP2A7
bio/HMR_6658,bio/hg38_CYP2A7,bio/hg19_CYP2A7
bio/HMR_7061,bio/hg38_CYP2A7,bio/hg19_CYP2A7
bio/HMR_8040,bio/hg38_CYP2A7,bio/hg19_CYP2A7
bio/RE3287R,bio/hg38_CYP2A7,bio/hg19_CYP2A7
bio/RN0020R,bio/hg38_CYP2A7,bio/hg19_CYP2A7
bio/RN0027R,bio/hg38_CYP2A7,bio/hg19_CYP2A7
bio/RN0029R,bio/hg38_CYP2A7,bio/hg19_CYP2A7
bio/RN0030R,bio/hg38_CYP2A7,bio/hg19_CYP2A7
bio/RN0032R,bio/hg38_CYP2A7,bio/hg19_CYP2A7
bio/HMR_2455,bio/hg38_CYP2A6,bio/hg19_CYP2A6
bio/HMR_2456,bio/hg38_CYP2A6,bio/hg19_CYP2A6
bio/HMR_2457,bio/hg38_CYP2A6,bio/hg19_CYP2A6
bio/HMR_2458,bio/hg38_CYP2A6,bio/hg19_CYP2A6
bio/HMR_0931,bio/hg38_CYP2A6,bio/hg19_CYP2A6
bio/HMR_0932,bio/hg38_CYP2A6,bio/hg19_CYP2A6
bio/HMR_0933,bio/hg38_CYP2A6,bio/hg19_CYP2A6
bio/HMR_0934,bio/hg38_CYP2A6,bio/hg19_CYP2A6
bio/HMR_0935,bio/hg38_CYP2A6,bio/hg19_CYP2A6
bio/HMR_0936,bio/hg38_CYP2A6,bio/hg19_CYP2A6
bio/HMR_0937,bio/hg38_CYP2A6,bio/hg19_CYP2A6
bio/HMR_0938,bio/hg38_CYP2A6,bio/hg19_CYP2A6
bio/HMR_0939,bio/hg38_CYP2A6,bio/hg19_CYP2A6
bio/HMR_0940,bio/hg38_CYP2A6,bio/hg19_CYP2A6
bio/HMR_0942,bio/hg38_CYP2A6,bio/hg19_CYP2A6
bio/HMR_0943,bio/hg38_CYP2A6,bio/hg19_CYP2A6
bio/HMR_0944,bio/hg38_CYP2A6,bio/hg19_CYP2A6
bio/HMR_0946,bio/hg38_CYP2A6,bio/hg19_CYP2A6
bio/HMR_0947,bio/hg38_CYP2A6,bio/hg19_CYP2A6
bio/HMR_0948,bio/hg38_CYP2A6,bio/hg19_CYP2A6
bio/HMR_0950,bio/hg38_CYP2A6,bio/hg19_CYP2A6
